Book#,title,short_description,page
445,2014 Baseball Forecaster,And Encyclopedia of Fanalytics,304
446,2014 Brecksville-Broadview Heights Football 2014 - Part 1,,272
447,2014 Longhorn Football Prospectus: Thinking Texas Football,,201
448,2014 NFHS Baseball Casebook,,207
449,2014 NFHS Baseball Rules Book,,133
450,2014 NFHS Football Case Book,,227
451,2014 NFHS Football Rules Book,,182
452,2014 Professional Baseball Umpire Corp. Umpire Manual,,155
453,2014-15 Basketball Case Book,,212
454,2014-15 Basketball Rules Book,,148
455,2014-15 NFHS Soccer Rules Book,,155
456,2015 Baseball Case Book,NFHS,207
457,2015 Baseball Forecaster,& Encyclopedia of Fanalytics,304
458,2015 Baseball Rules Book,,136
459,2015 Longhorn Football Prospectus: Thinking Texas Football,,164
460,2015 Minor League Baseball Analyst,,144
461,2015 New York Giants Almanac,,95
462,2015 NFHS Football Case Book,,227
463,2015 NFHS Football Rules Book,,174
464,2015 NFL Draft,,72
465,2015 Standard Catalog of Firearms,The Collector's Price & Reference Guide,1474
466,2015-16 Basketball Rules Book,,139
467,2015-16 NFHS Basketball Case Book,,193
468,2015-16 NFHS Soccer Rules Book,,155
469,202 Great Walks,,288
470,21 Best Exercises For Your Abs,Ab video exercise guide to for six pack abs for the guys and gals.,10
471,21 Days to Bigger Arms,"The Illustrated Guide to the Top 5 Arm Exercises and the ONLY Arms Workout You Need for Big Arms, Fast",45
472,21 Days to Glory: The Official Team Sky Book of the 2012 Tour de France,,192
473,21 Expert Golf Tips,Pro Secrets Revealed For Less Strokes & More Birdies!,25
474,21 Golf Tips and Strategies to Improve your Golf Game and IQ,,48
475,21 Things You Gotta Know About the NFL (For Those Who Just Don't Get It!),,41
476,21-194-13 MICHGAN FOOTBALL'S GREATEST ERA,,442
477,21st Century Jocks,Sporting Men and Contemporary Heterosexuality,250
478,21st Century U.S. Military Manuals,"Mountain Operations Field Manual - FM 3-97.6, FM 90-6 (Value-Added Professional Format Series)",274
479,"21st Century U.S. Military Manuals: Basic Military Mountaineer Course - Equipment, Knot Tying, Rope, Cold Weather Clothing, Injuries, Terrain, Evacuation, Weapons, Animals, Bivouac Operations","Equipment, Knot Tying, Rope, Cold Weather Clothing, Injuries, Terrain, Evacuation, Weapons, Animals, Bivouac Operations",497
480,"21st Century U.S. Military Manuals: Infantry Small-Unit Mountain Operations Army Tactics Techniques Procedures 3-21.50 - Fundamentals, Environment, Offensive, Defensive, Tactical Operations",,400
481,23 Days in July,Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,344
482,23 Fundamentals,To Truly Great Ball Striking,32
483,25 Kites That Fly,,144
484,25 Projects for Horsemen,"Money Saving, Do-It-Yourself Ideas For The Farm, Arena, And Stable",144
485,250 Amazing Fishing Tips,The Best Tactics and Techniques to Catch Any and All Game Fish,176
486,250 Amazing Fishing Tips,The Best Tactics and Techniques to Catch Any and All Game Fish,224
487,250 Amazing Hunting Tips,The Best Tactics and Techniques to Get Your Game This Season,208
488,250 Stats Every Packers Fan Needs to Know,"Fascinating Stats, Numbers, Facts and Trivia  From the Packers 2014 Season",70
489,26.2 Miles to Boston,A Journey into the Heart of the Boston Marathon,296
490,27 Men Out,Baseball's Perfect Games,0
491,3 Months to Your First 5k,,144
492,3 Vs. 3 Soccer,How to Bring Home the Gold,110
493,3 Ways to Improve your Physique,,60
494,30 Tickets To Paradise,A Young Man's Life-Changing Journey To Every Ballpark In Baseball,234
495,300 Innovative Soccer Drills for Total Player Development,,250
496,300 NPTE (National Physical Therapy Examination) Questions and Answers,,600
497,32 Programmes,,0
498,33 Puttingspiele,Ein Golfbuch f??r das bag,16
499,35 Putting Games,a book for your bag,19
500,365 Golf Tips & Tricks From the Pros,,592
501,365 Oddball Days in St. Louis Cardinals History,,384
502,39 Days of Gazza,,288
503,3D Coach,Capturing the Heart Behind the Jersey,208
504,3D Origami Fun!,"25 Fantastic, Foldable Paper Projects",110
505,3-Minute Horsemanship,60 Amazingly Achievable Lessons to Improve Your Horse When Time Is Short,176
506,40 5-Minute Jumping Fixes,Simple Solutions for Better Jumping Performance in No Time,224
507,40 Great Walks in Australia,,256
508,"42: A Biography of Jack ""Jackie"" Robinson",,65
509,44 Years With The Same Bird,A Liverpudlian Love Affair,336
510,45 Putting Games,try 45 to get better,25
511,45 Puttingspiele,Try 45 and Get Better,27
512,46 Days,Keeping Up With Jennifer Pharr Davis On the Appalachian Trail,208
513,47 Ronin,,256
514,49 Trout Streams of Southern Colorado,,120
515,49ers Almanac 2015,Your Ultimate Guide to the 49ers Season,152
516,4-Steps to Water Skiing Success,,12
517,4th & Hell Season 2,,226
518,4th and Goal,One Man's Quest to Recapture His Dream,288
519,4WD Treks Close to Brisbane,25 Best Tours Around the Brisbane Region,272
520,50 5-Minute Fixes to Improve Your Riding,Simple Solutions for Better Position and Performance in No Time,202
521,50 Best Places Fly Fishing the Northeast,,245
522,50 Best Short Hikes in Utah's National Parks,,256
523,50 Best Short Hikes San Diego,,256
524,50 Best Short Hikes: Yosemite National Park and Vicinity,,256
525,50 Best Tailwaters to Fly Fish,,268
526,50 Circuit Hikes,A Stride-by-Stride Guide to Northeastern Minnesota,241
527,50 Classic Cycle Climbs: London & South East,,128
528,50 Classic Cycle Climbs: Yorkshire & Peak District,,128
529,50 Complete Goalkeeping Training Sessions,,220
530,50 Famous Firearms You've Got to Own,Rick Hacker's Bucket List of Guns,176
531,50 Great Moments in Pittsburgh Sports,From the Flying Dutchman to Sid the Kid,256
532,50 Greatest Golf Tips,Making the Dream Round a Reality,176
533,50 Guns That Changed the World,Iconic Firearms That Altered the Course of History,200
534,50 Quick Facts About The Indianapolis Colts,,18
535,50 Quick Facts about the World Cup,,28
536,50 Stadiums in Europe you must have seen,,128
537,50 Teams That Mattered,,418
538,50 Water Adventures To Do Before You Die,"The World's Ultimate Experiences In, On And Under Water",224
539,50 Ways to Improve Your Navigation,,0
540,50 Ways to Improve Your Powerboat Driving,,0
541,50 Years of Atlanta Braves Trivia,The iPad Experience,119
542,50 Years of Golfing Wisdom,,320
543,"50 Years, 50 Moments",The Most Unforgettable Plays in Super Bowl History,0
544,50*,My Baseball Odyssey,200
545,50/50,Secrets I Learned Running 50 Marathons in 50 Days -- and How You Too Can Achieve Super Endurance!,0
546,500 Days,What I Learned From The Moment That Changed Everything,192
547,501 Baseball Books Fans Must Read Before They Die,,419
548,501 Baseball Books Fans Must Read before They Die,,420
549,501 Excuses to Play Golf,,144
550,51 Questions for the Diehard Fan,Baltimore Orioles,21
551,51 Questions for the Diehard Fan,Texas A&M Aggies,7
552,51 Questions for the Diehard Fan: Alabama Crimson Tide,,8
553,51 Questions for the Diehard Fan: Atlanta Braves,,20
554,51 Questions for the Diehard Fan: Baltimore Orioles,,55
555,51 Questions for the Diehard Fan: Boston Red Sox,,28
556,51 Questions for the Diehard Fan: FSU Seminoles,,8
557,51 Questions for the Diehard Fan: Georgia Bulldogs,,7
558,51 Questions for the Diehard Fan: Los Angeles Dodgers,,46
559,51 Questions for the Diehard Fan: LSU Tigers,,8
560,51 Questions for the Diehard Fan: New York Mets,,11
561,51 Questions for the Diehard Fan: New York Yankees,,29
562,51 Questions for the Diehard Fan: Oklahoma Sooners,,8
563,51 Questions for the Diehard Fan: Oregon Ducks,,8
564,51 Questions for the Diehard Fan: Philadelphia Phillies,,12
565,51 Questions for the Diehard Fan: San Francisco Giants,,32
566,51 Questions for the Diehard Fan: Texas Longhorns,,7
567,52 Favourite West Sussex Walks,,192
568,56: Joe DiMaggio and the Last Magic Number in Sports,,368
569,596 Switch,The Improbable Journey From The Palouse to Pasadena,284
570,5k and 10k,From Start to Finish,0
571,60 Hikes Within 60 Miles: Albuquerque,"Including Santa Fe, Mount Taylor, and San Lorenzo Canyon",384
572,60 Hikes Within 60 Miles: Atlanta,"Including Marietta, Lawrenceville, and Peachtree City",288
573,60 Hikes Within 60 Miles: Baltimore,"Including Anne Arundel, Carroll, Harford, and Howard Counties",336
574,60 Hikes Within 60 Miles: Boston,"Including Coastal and Interior Regions, New Hampshire, and Rhode Island",376
575,60 Hikes Within 60 Miles: Chicago,Including Wisconsin and Northwest Indiana,288
576,60 Hikes Within 60 Miles: Cincinnati,"Including Clifton Gorge, Southeast Indiana, and Northern Kentucky",320
577,60 Hikes Within 60 Miles: Cleveland,Including Akron and Canton,288
578,60 Hikes Within 60 Miles: Dallas/Fort Worth,"Includes Tarrant, Collin, and Denton Counties",296
579,60 Hikes Within 60 Miles: Denver and Boulder,"Including Colorado Springs, Fort Collins, and Rocky Mountain National Park",272
580,60 Hikes Within 60 Miles: Harrisburg,"Including Lancaster, York, and Surrounding Counties",256
581,60 Hikes Within 60 Miles: Houston,"Includes Huntsville, Galveston, and Beaumont",312
582,60 Hikes Within 60 Miles: Los Angeles,"Including San Bernardino, Pasadena, and Oxnard",246
583,60 Hikes Within 60 Miles: Madison,Including Dane and Surrounding Counties,320
584,60 Hikes Within 60 Miles: Minneapolis and St. Paul,Including the Twin Cities' Greater Metro Area and Beyond,288
585,60 Hikes Within 60 Miles: Nashville,"Including Clarksville, Columbia, Gallatin, and Murfreesboro",256
586,60 Hikes Within 60 Miles: New York City,"Including Northern New Jersey, Southwestern Connecticut, and Western Long Island",400
587,60 Hikes Within 60 Miles: Philadelphia,"Including Surrounding Counties and Hunterdon and Mercer, NJ",328
588,60 Hikes Within 60 Miles: Phoenix,"Including Tempe, Scottsdale, and Glendale",262
589,60 Hikes Within 60 Miles: Pittsburgh,Including Allegheny and Surrounding Counties,288
590,60 Hikes Within 60 Miles: Portland,"Including the Coast, Mount Hood, St. Helens, and the Santiam River",288
591,60 Hikes Within 60 Miles: Richmond,"Including Petersburg, Williamsburg, and Fredericksburg",320
592,60 Hikes Within 60 Miles: Sacramento,"Including Auburn, Folsom, and Davis",352
593,60 Hikes Within 60 Miles: Salt Lake City,"Including Ogden, Provo, and the Uintas",288
594,60 Hikes Within 60 Miles: San Antonio and Austin,Including the Hill Country,288
595,60 Hikes Within 60 Miles: San Diego,"Including North, South and East Counties",224
596,60 Hikes Within 60 Miles: San Francisco,"Including North Bay, East Bay, Peninsula, and South Bay",302
597,60 Hikes Within 60 Miles: San Francisco,"Including North Bay, East Bay, Peninsula, and South Bay",320
598,60 Hikes Within 60 Miles: Seattle,"Including Bellevue, Everett, and Tacoma",336
599,60 Hikes Within 60 Miles: St. Louis,"Including Sullivan, Potosi, and Farmington",304
600,"60 Hikes Within 60 Miles: Washington, D.C.",Includes Suburban and Outlying Areas of Maryland and Virginia,0
601,'66,The Inside Story of England's 1966 World Cup Triumph,224
602,6893 auf minus 14,Ein Tatsachen Bericht zur Besteigung des Ojos del Salado,237
603,7 Weeks to 10 Pounds of Muscle,"The Complete Day-by-Day Program to Pack on Lean, Healthy Muscle Mass",128
604,7 Weeks to 100 Push-Ups,"Strengthen and Sculpt Your Arms, Abs, Chest, Back and Glutes by Training to do 100 Consecutive Push-",128
605,7 Weeks to a 10K,The Complete Day-by-Day Program to Train for Your First Race or Improve Your Fastest Time,128
606,7 Weeks to a Triathlon,The Complete Day-by-Day Program to Train for Your First Race or Improve Your Fastest Time,128
607,71 & autres faits d'hiver,Itin̩rance solitaire d'une femme en Laponie,240
608,74 Hustle,,70
609,75 Down Blocks,Refining Karate Technique,196
610,766 and All That,Over by Triumphant Over - How England Won the Ashes,208
611,'78,"The Boston Red Sox, A Historic Game, and a Divided City",320
612,7-Week Cycling for Fitness,,164
613,7x7 - Seven Peaks Seven Islands,,150
614,8 Minutes in the Morning to a Flat Belly,Lose Up to 6 Inches in Less than 4 WeeksGuaranteed!,208
615,8 Step Golf Swing #1 (Enhanced Version),,20
616,8 Step Golf Swing #2 (Enhanced Version),Backswing,14
617,8 Step Golf Swing #3 (Enhanced Version),3/4 Backswing,17
618,8 Step Golf Swing #4 (Enhanced Version),Backswing Complete,21
619,8 Step Golf Swing #5 (Enhanced Version),The Transition,16
620,8 Step Golf Swing #6 (Enhanced Version),Impact,25
621,8 Step Golf Swing #7 (Enhanced Version),Follow Through,18
622,8 Step Golf Swing #8 (Enhanced Version),Finish and Rebound,27
623,80/20 Running,Run Stronger and Race Faster By Training Slower,304
624,9 in 9: Nine Life Lessons Learned from Playing Nine Positions in One Nine Inning Baseball Game,,128
625,90 Minutes Is Not Enough,,180
626,90% of the Game Is Half Mental,And Other Tales from the Edge of Baseball Fandom,192
627,90% of the Game Is Half Mental,And Other Tales from the Edge of Baseball Fandom,320
628,98.6 Degrees,,192
629,99 Lessons of a Baseball Road Trip,(Picture Version),0
630,99 Stats Before Kickoff,,175
631,999 Questions on the Rules of Golf,,224
632,A Backpacker's Guide to Making Every Ounce Count,Tips and Tricks for Every Hike,160
633,A Band of Misfits,Tales of the 2010 San Francisco Giants,336
634,A Band of Misfits,Tales of the 2010 San Francisco Giants,338
635,A Beautiful Game,The World's Greatest Players and How Soccer Changed Their Lives,224
636,A Bhoy Called Bertie,"My Life and Times, Bertie Auld with Alex Gordon",256
637,A Biographical Dictionary of Major League Baseball Managers,,381
638,A Biographical Dictionary of the Baseball Hall of Fame,,361
639,A Biographical Directory of Professional Basketball Coaches,,464
640,A Bird in the Hand,,239
641,A Bolt from the Blue,"The Epic True Story of Danger, Daring, and Heroism at 13,000 Feet",256
642,A Book of Five Rings,,112
643,A Boone and Crockett Club Field Guide to Measuring and Judging Big Game,,304
644,A Bowl Full of Memories,100 Years of Football at the Yale Bowl,304
645,A Boy's Own Dale,A 1950s childhood in the Yorkshire Dales,0
646,A Breed Apart,The Horses And The Players,0
647,A Brief History of the Black Quarterback,,11
648,A Brief History of the Olympic Games,,202
649,A Brief Time in Heaven,Wilderness Adventures in Canoe Country,144
650,A Bullet Well Placed,One Hunter's Adventures Around the World,245
651,A Calculus of Color,The Integration of Baseball's American League,224
652,A Canadian Saturday Night,Hockey and the Culture of a Country,138
